Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,GlsP90,AssisP90,G+AP90,G-PBP90,G+A-PBP90,xGP90,xAGP90,xG+xAGP90,npxGP90,npxG+xAGP90
271,Gerson,br BRA,LT,Flamengo,25,1997,32,31,2.687,29.9,5,8,13,5,0,0,4,1,2.9,2.9,5.4,8.3,82,178,198,0.17,0.27,0.44,0.17,0.44,0.10,0.18,0.28,0.10,0.28
272,Gil,br BRA,ZG,Corinthians,35,1987,32,32,2.880,32.0,2,2,4,2,0,0,10,0,2.2,2.2,1.4,3.6,4,44,5,0.06,0.06,0.12,0.06,0.12,0.07,0.04,0.11,0.07,0.11
273,Gilberto,br BRA,AT,Cruzeiro,33,1989,20,14,1.093,12.1,3,1,4,3,0,0,4,0,3.7,3.7,0.9,4.6,10,12,55,0.25,0.08,0.33,0.25,0.33,0.30,0.07,0.38,0.30,0.38
274,Gilberto,br BRA,ZG,Bahia,29,1993,21,21,1.852,20.6,1,2,3,1,0,0,4,0,0.6,0.6,1.3,2.0,56,120,90,0.05,0.10,0.15,0.05,0.15,0.03,0.06,0.10,0.03,0.10
275,Giovane,br BRA,AT,Corinthians,19,2003,5,1,133,1.5,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,1,1,7,0.68,0.00,0.68,0.68,0.68,0.58,0.00,0.58,0.58,0.58
276,Giovani,br BRA,AT,Palmeiras,19,2004,2,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,2,5,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.48,0.48
277,Giovanni,br BRA,LT.ZG,Fluminense,21,2002,5,1,96,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,3,2,7,0.00,0.00,0.00,0.00,0.00,0.09,0.33,0.41,0.09,0.41
278,Bruno Gomes,br BRA,LT,Coritiba,21,2001,29,26,2.194,24.4,3,1,4,3,0,0,4,1,2.3,2.3,2.1,4.4,53,115,61,0.12,0.04,0.16,0.12,0.16,0.09,0.09,0.18,0.09,0.18
279,Igor Gomes,br BRA,LT.AT,Atlético Mineiro,23,1999,29,17,1.374,15.3,2,2,4,2,0,0,1,0,1.8,1.8,3.2,5.0,32,67,83,0.13,0.13,0.26,0.13,0.26,0.12,0.21,0.33,0.12,0.33
280,Igor Gomes,br BRA,ZG,Internacional,21,2001,24,14,1.465,16.3,0,0,0,0,0,0,4,0,0.6,0.6,0.3,1.0,35,53,39,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
281,Marlon Gomes,br BRA,LT,Vasco da Gama,19,2003,23,14,1.144,12.7,0,1,1,0,0,0,4,0,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,
282,William Gomes,br BRA,AT,São Paulo,16,2006,3,0,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,2,7,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15
283,Gustavo Gómez,py PAR,ZG,Palmeiras,29,1993,32,32,2.760,30.7,2,3,5,2,0,0,10,2,2.2,2.2,2.8,4.9,13,86,19,0.07,0.10,0.16,0.07,0.16,0.07,0.09,0.16,0.07,0.16
284,Sebastián Gómez,co COL,LT,Coritiba,26,1996,20,18,1.427,15.9,2,1,3,2,0,0,3,0,0.8,0.8,0.5,1.4,17,42,33,0.13,0.06,0.19,0.13,0.19,0.05,0.03,0.09,0.05,0.09
285,Aloísio dos Santos Gonçalves,cn CHN,AT.LT,América (MG),34,1988,12,10,717,8.0,3,1,4,1,2,2,3,0,4.1,2.7,0.7,3.4,6,9,49,0.38,0.13,0.50,0.13,0.25,0.52,0.09,0.61,0.34,0.43
286,Diego Gonçalves,br BRA,AT.LT,Goiás,28,1994,10,4,356,4.0,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,6,11,26,0.00,0.00,0.00,0.00,0.00,0.12,0.11,0.23,0.12,0.23
287,Mateus Gonçalves Martins,br BRA,LT.AT,América (MG),28,1994,3,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,Matheus Gonçalves,br BRA,AT.LT,Flamengo,17,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,3,4,0.00,0.00,0.00,0.00,0.00,0.29,0.36,0.65,0.29,0.65
289,Matheus Gonçalves,br BRA,AT.LT,Red Bull Bragantino,17,2005,12,4,462,5.1,0,1,1,0,0,0,3,0,0.9,0.9,0.9,1.8,33,22,36,0.00,0.19,0.19,0.00,0.19,0.18,0.17,0.36,0.18,0.36
290,Yony González,co COL,AT.LT,Fluminense,28,1994,18,6,575,6.4,1,1,2,1,0,0,1,0,2.1,2.1,0.7,2.8,3,4,47,0.16,0.16,0.31,0.16,0.31,0.32,0.11,0.43,0.32,0.43
291,Roger Guedes,br BRA,AT.LT,Corinthians,26,1996,15,15,1.349,15.0,7,1,8,5,2,2,3,0,6.6,5.1,0.8,5.8,38,50,100,0.47,0.07,0.53,0.33,0.40,0.44,0.05,0.49,0.34,0.39
292,Guga,br BRA,ZG,Fluminense,24,1998,22,16,1.508,16.8,1,3,4,1,0,0,4,0,0.8,0.8,2.1,2.9,31,73,93,0.06,0.18,0.24,0.06,0.24,0.05,0.13,0.17,0.05,0.17
293,Guilherme,br BRA,LT,Goiás,31,1991,30,25,1.851,20.6,6,6,12,2,4,4,7,1,5.6,2.4,3.2,5.6,21,103,87,0.29,0.29,0.58,0.10,0.39,0.27,0.15,0.42,0.12,0.27
294,Guilherme,br BRA,AT.LT,Fortaleza,27,1995,30,16,1.414,15.7,3,3,6,3,0,0,3,0,4.4,4.4,2.9,7.2,60,29,104,0.19,0.19,0.38,0.19,0.38,0.28,0.18,0.46,0.28,0.46
295,Guilherme,br BRA,ZG.LT,Red Bull Bragantino,20,2002,9,1,263,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,11,9,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
296,Luis Guilherme,br BRA,AT.LT,Palmeiras,16,2006,19,4,576,6.4,0,0,0,0,0,0,0,0,0.7,0.7,1.2,1.9,35,28,54,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31
297,Gustavinho,br BRA,AT.LT,Grêmio,21,2001,2,0,33,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0,2,2,0.00,0.00,0.00,0.00,0.00,1.06,0.27,1.33,1.06,1.33
298,Gustavinho,br BRA,LT.AT,Red Bull Bragantino,18,2004,19,4,666,7.4,1,0,1,1,0,0,2,0,0.6,0.6,0.4,0.9,15,37,26,0.14,0.00,0.14,0.14,0.14,0.08,0.05,0.13,0.08,0.13
299,Raphael Guzzo,pt POR,LT,Goiás,28,1995,14,5,577,6.4,1,0,1,1,0,0,4,1,1.0,1.0,0.6,1.6,13,47,15,0.16,0.00,0.16,0.16,0.16,0.16,0.09,0.25,0.16,0.25
300,Lucas Halter,br BRA,ZG,Goiás,22,2000,30,30,2.582,28.7,3,0,3,3,0,0,8,2,0.9,0.9,0.2,1.1,20,107,1,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.04,0.03,0.04
301,Hayner,br BRA,ZG.LT,Coritiba,27,1995,8,3,304,3.4,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,14,14,15,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
302,Thiago Heleno,br BRA,ZG,Ath Paranaense,34,1988,32,31,2.779,30.9,0,0,0,0,0,0,9,0,0.8,0.8,0.4,1.2,2,87,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
303,Helinho,br BRA,AT,Red Bull Bragantino,22,2000,24,20,1.384,15.4,3,2,5,3,0,0,8,0,3.2,3.2,3.9,7.1,54,73,168,0.20,0.13,0.33,0.20,0.33,0.21,0.25,0.46,0.21,0.46
304,Henrique,br BRA,ZG,Coritiba,36,1986,24,23,2.024,22.5,0,0,0,0,0,0,7,0,0.5,0.5,0.0,0.5,3,31,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
305,Bruno Henrique,br BRA,AT.LT,Flamengo,32,1990,29,14,1.543,17.1,2,1,3,2,0,0,7,1,3.8,3.8,1.9,5.7,64,39,198,0.12,0.06,0.17,0.12,0.17,0.22,0.11,0.33,0.22,0.33
306,Bruno Henrique,br BRA,LT,Internacional,33,1989,20,10,1.050,11.7,2,0,2,2,0,0,3,0,1.2,1.2,1.8,3.1,18,78,28,0.17,0.00,0.17,0.17,0.17,0.10,0.16,0.26,0.10,0.26
307,Dalbert Henrique,br BRA,ZG,Internacional,29,1993,9,7,497,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,21,21,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04
308,Fernando Henrique,br BRA,LT,Cruzeiro,21,2001,7,0,131,1.5,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,0,4,4,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.66,0.66,0.66
309,Luis Henrique,br BRA,AT.LT,Botafogo (RJ),21,2001,34,13,1.381,15.3,4,2,6,4,0,0,0,0,3.3,3.3,1.6,4.9,59,63,146,0.26,0.13,0.39,0.26,0.39,0.22,0.10,0.32,0.22,0.32
310,Mateus Henrique,br BRA,ZG,América (MG),20,2002,12,7,536,6.0,0,1,1,0,0,0,1,1,0.2,0.2,0.6,0.8,7,18,23,0.00,0.17,0.17,0.00,0.17,0.03,0.09,0.13,0.03,0.13
311,Paulo Henrique,br BRA,ZG,Vasco da Gama,26,1996,14,10,852,9.5,1,1,2,1,0,0,3,0,0.3,0.3,0.9,1.2,22,30,39,0.11,0.11,0.21,0.11,0.21,0.03,0.10,0.13,0.03,0.13
312,Pedro Henrique,br BRA,ZG,Ath Paranaense,27,1995,11,10,855,9.5,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,8,35,2,0.11,0.00,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07
313,Pedro Henrique,br BRA,AT.LT,Internacional,32,1990,26,14,1.271,14.1,3,2,5,2,1,1,4,0,4.4,3.6,1.0,4.6,43,24,122,0.21,0.14,0.35,0.14,0.28,0.31,0.07,0.39,0.26,0.33
314,Breno Herculano,br BRA,AT.LT,Goiás,23,1999,3,0,79,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,0,1,5,0.00,0.00,0.00,0.00,0.00,0.28,0.02,0.30,0.28,0.30
315,Hércules,br BRA,LT,Fortaleza,22,2000,13,9,771,8.6,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,12,32,14,0.12,0.00,0.12,0.12,0.12,0.14,0.01,0.15,0.14,0.15
316,Diego Hernández,uy URU,AT,Botafogo (RJ),22,2000,2,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,1,3,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45
317,Nicolás Hernández,co COL,ZG,Internacional,25,1998,23,12,1.295,14.4,0,2,2,0,0,0,6,0,0.2,0.2,1.0,1.2,26,65,2,0.00,0.14,0.14,0.00,0.14,0.01,0.07,0.08,0.01,0.08
318,Lucca Holanda,br BRA,AT,Internacional,19,2003,19,4,550,6.1,0,1,1,0,0,0,2,1,0.6,0.6,0.1,0.7,10,3,49,0.00,0.16,0.16,0.00,0.16,0.09,0.02,0.11,0.09,0.11
319,Hugo,br BRA,ZG,Goiás,25,1997,19,16,1.418,15.8,1,1,2,1,0,0,2,0,0.4,0.4,1.7,2.1,22,61,68,0.06,0.06,0.13,0.06,0.13,0.02,0.11,0.13,0.02,0.13
320,Hugo,br BRA,ZG,Botafogo (RJ),21,2001,22,13,1.395,15.5,0,2,2,0,0,0,3,0,0.2,0.2,1.6,1.8,36,69,75,0.00,0.13,0.13,0.00,0.13,0.01,0.10,0.12,0.01,0.12
321,Victor Hugo,br BRA,LT.AT,Flamengo,18,2004,30,12,1.274,14.2,1,2,3,1,0,0,2,0,1.1,1.1,1.7,2.8,31,78,55,0.07,0.14,0.21,0.07,0.21,0.08,0.12,0.20,0.08,0.20
322,Vitor Hugo,br BRA,ZG,Bahia,31,1991,27,27,2.129,23.7,1,0,1,1,0,0,5,0,0.7,0.7,0.5,1.2,22,85,3,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
323,Hulk,br BRA,AT,Atlético Mineiro,36,1986,34,33,2.942,32.7,15,11,26,10,5,5,9,1,11.9,8.4,6.9,15.4,87,109,204,0.46,0.34,0.80,0.31,0.64,0.37,0.21,0.58,0.26,0.47
324,José Hurtado,ec ECU,ZG,Red Bull Bragantino,21,2001,25,17,1.618,18.0,0,0,0,0,0,0,3,0,0.3,0.3,1.1,1.4,57,86,79,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.01,0.08
325,Hyoran,br BRA,LT.AT,Atlético Mineiro,29,1993,12,12,691,7.7,2,0,2,2,0,0,4,0,2.1,2.1,3.1,5.2,16,35,30,0.26,0.00,0.26,0.26,0.26,0.28,0.40,0.68,0.28,0.68
326,Igor,br BRA,LT,Flamengo,19,2003,4,0,78,0.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,6,3,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29
327,André Inácio,br BRA,AT,Flamengo,20,2002,2,0,16,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
328,Gabriel Inocêncio,br BRA,ZG,Santos,28,1994,22,12,1.276,14.2,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,24,51,46,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06
329,Isaac,br BRA,AT,Atlético Mineiro,18,2004,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.53
330,Isaac,br BRA,LT.ZG,Fluminense,18,2004,7,0,131,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,1,24,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34
331,Juan Iturbe,py PAR,AT.LT,Grêmio,29,1993,5,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
332,Zé Ivaldo,br BRA,ZG,Ath Paranaense,25,1997,14,10,1.016,11.3,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,9,27,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
333,Ivonei,br BRA,LT,Santos,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
334,Vítor Jacaré,br BRA,ZG.LT,Bahia,23,1999,18,7,855,9.5,1,0,1,1,0,0,4,0,1.1,1.1,1.5,2.6,28,38,67,0.11,0.00,0.11,0.11,0.11,0.12,0.17,0.29,0.12,0.29
335,Jadsom,br BRA,LT,Red Bull Bragantino,21,2001,31,22,1.896,21.1,1,0,1,1,0,0,8,0,1.2,1.2,1.0,2.2,16,136,51,0.05,0.00,0.05,0.05,0.05,0.06,0.05,0.11,0.06,0.11
336,Jair,br BRA,LT,Vasco da Gama,28,1994,29,16,1.589,17.7,3,0,3,1,2,2,6,1,2.2,0.6,1.1,1.7,32,143,32,0.17,0.00,0.17,0.06,0.06,0.12,0.06,0.18,0.04,0.10
337,Jamerson,br BRA,ZG.AT,Coritiba,24,1998,29,22,1.893,21.0,0,1,1,0,0,0,4,1,0.5,0.5,1.7,2.2,54,70,78,0.00,0.05,0.05,0.00,0.05,0.02,0.08,0.10,0.02,0.10
338,Janderson,br BRA,AT.LT,Botafogo (RJ),23,1999,18,2,414,4.6,1,1,2,1,0,0,2,0,1.7,1.7,0.9,2.6,16,7,31,0.22,0.22,0.43,0.22,0.43,0.36,0.20,0.56,0.36,0.56
339,Jandrei,br BRA,G,São Paulo,29,1993,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
340,Léo Jardim,br BRA,G,Vasco da Gama,27,1995,38,38,3.420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
341,Jemerson,br BRA,ZG,Atlético Mineiro,30,1992,32,27,2.476,27.5,0,1,1,0,0,0,9,0,1.0,1.0,0.1,1.1,21,66,5,0.00,0.04,0.04,0.00,0.04,0.03,0.01,0.04,0.03,0.04
342,Jesé,es ESP,LT,Coritiba,29,1993,6,0,96,1.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,4,9,0.94,0.00,0.94,0.94,0.94,0.28,0.03,0.31,0.28,0.31
343,Alexandre Jesus,br BRA,ZG,Fluminense,21,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
344,Jhow,br BRA,ZG,América (MG),19,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
345,Joaquim,br BRA,ZG,Santos,24,1998,31,31,2.730,30.3,1,4,5,1,0,0,6,0,2.3,2.3,2.0,4.2,8,58,8,0.03,0.13,0.16,0.03,0.16,0.08,0.06,0.14,0.08,0.14
346,John,br BRA,G,Internacional,26,1996,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
347,Felipe Jonatan,br BRA,ZG,Santos,24,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29
348,Jori,br BRA,G,América (MG),26,1996,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
349,Josué,br BRA,LT,Grêmio,17,2005,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
350,Jhonatan Jowjow,br BRA,LT.AT,Palmeiras,20,2002,20,8,891,9.9,0,1,1,0,0,0,5,0,1.2,1.2,2.9,4.1,16,37,37,0.00,0.10,0.10,0.00,0.10,0.12,0.29,0.41,0.12,0.41
351,Daniel Jr,br BRA,LT,Cruzeiro,20,2002,4,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,4,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24
352,Luciano Juba,br BRA,ZG.LT,Bahia,23,1999,14,6,647,7.2,1,2,3,1,0,0,0,0,1.1,1.1,1.2,2.3,13,26,39,0.14,0.28,0.42,0.14,0.42,0.16,0.16,0.32,0.16,0.32
353,Juninho,br BRA,LT,América (MG),35,1987,36,32,2.929,32.5,3,2,5,3,0,0,4,0,2.4,2.4,3.5,5.9,31,100,164,0.09,0.06,0.15,0.09,0.15,0.07,0.11,0.18,0.07,0.18
354,Jussa,br BRA,LT,Cruzeiro,26,1996,24,21,1.766,19.6,1,0,1,1,0,0,9,0,1.2,1.2,0.4,1.6,10,83,13,0.05,0.00,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08
355,Justen,br BRA,ZG,Fluminense,19,2003,1,1,54,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,Kaiki,br BRA,ZG.AT,Cruzeiro,19,2003,8,3,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,3,3,9,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12
357,Kaio,br BRA,LT.AT,Coritiba,18,2004,24,9,881,9.8,0,0,0,0,0,0,4,0,0.4,0.4,0.6,1.0,33,31,66,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
358,Lucas Kal,br BRA,LT,América (MG),26,1996,19,16,1.235,13.7,0,1,1,0,0,0,4,0,0.3,0.3,1.0,1.4,21,86,13,0.00,0.07,0.07,0.00,0.07,0.02,0.08,0.10,0.02,0.10
359,Walter Kannemann,ar ARG,ZG,Grêmio,31,1991,28,28,2.359,26.2,0,1,1,0,0,0,17,1,1.0,1.0,0.2,1.2,12,81,1,0.00,0.04,0.04,0.00,0.04,0.04,0.01,0.05,0.04,0.05
360,Kanu,br BRA,ZG,Bahia,25,1997,33,33,2.909,32.3,1,0,1,1,0,0,10,2,1.7,1.7,0.6,2.3,28,101,7,0.03,0.00,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07
361,Alan Kardec,br BRA,AT.LT,Atlético Mineiro,34,1989,14,2,265,2.9,1,1,2,1,0,0,1,0,0.9,0.9,0.8,1.7,2,5,7,0.34,0.34,0.68,0.34,0.68,0.31,0.26,0.57,0.31,0.57
362,Kauan,br BRA,AT,Fortaleza,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Vinicius Kaue,br BRA,ZG.LT,Ath Paranaense,19,2003,6,5,342,3.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,3,12,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
364,Kayque,br BRA,LT,Botafogo (RJ),22,2000,2,0,27,0.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,1,7,1,0.00,3.33,3.33,0.00,3.33,0.14,1.39,1.53,0.14,1.53
365,Renato Kayser,br BRA,AT.LT,América (MG),26,1996,3,0,39,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,0,1,2,0.00,0.00,0.00,0.00,0.00,0.84,0.12,0.97,0.84,0.97
366,Keiller,br BRA,G,Internacional,26,1996,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
367,John Kennedy,br BRA,AT.LT,Fluminense,20,2002,26,13,1.372,15.2,6,1,7,6,0,0,10,0,6.3,6.3,2.1,8.4,32,30,117,0.39,0.07,0.46,0.39,0.46,0.41,0.14,0.55,0.41,0.55
368,Keno,br BRA,AT.LT,Fluminense,33,1989,24,18,1.613,17.9,2,4,6,1,1,1,5,0,2.8,2.0,3.7,5.7,84,53,219,0.11,0.22,0.33,0.06,0.28,0.15,0.21,0.36,0.11,0.32
369,Kevin,br BRA,AT.ZG,Palmeiras,20,2003,7,2,232,2.6,0,0,0,0,0,0,2,0,0.6,0.6,0.3,0.9,14,8,22,0.00,0.00,0.00,0.00,0.00,0.22,0.11,0.33,0.22,0.33
370,Kevyson,br BRA,ZG,Santos,18,2004,17,12,970,10.8,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,34,35,62,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
371,Khellven,br BRA,ZG,Ath Paranaense,21,2001,15,13,995,11.1,0,4,4,0,0,0,1,0,1.0,1.0,2.4,3.4,18,18,51,0.00,0.36,0.36,0.00,0.36,0.09,0.22,0.31,0.09,0.31
372,Maurício Kozlinski,br BRA,G,Fortaleza,31,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
373,Benjamín Kuscevic,cl CHI,ZG,Coritiba,26,1996,23,23,2.025,22.5,2,0,2,2,0,0,7,0,1.0,1.0,0.0,1.0,6,50,5,0.09,0.00,0.09,0.09,0.09,0.04,0.00,0.05,0.04,0.05
374,Derik Lacerda,br BRA,AT.LT,Cuiabá,23,1999,19,5,658,7.3,1,1,2,1,0,0,0,0,2.2,2.2,1.3,3.5,19,18,52,0.14,0.14,0.27,0.14,0.27,0.30,0.18,0.47,0.30,0.47
375,Ignacio Laquintana,uy URU,AT,Red Bull Bragantino,23,1999,4,1,183,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,2,23,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08
376,Thauan Lara,br BRA,ZG.LT,Internacional,19,2004,10,3,336,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7,17,26,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
377,Lelê,br BRA,AT.LT,Fluminense,25,1997,29,8,1.144,12.7,2,2,4,2,0,0,5,1,6.0,6.0,1.2,7.2,22,11,72,0.16,0.16,0.31,0.16,0.31,0.47,0.10,0.57,0.47,0.57
378,Mauricio Lemos,uy URU,ZG,Atlético Mineiro,27,1995,27,25,2.214,24.6,1,0,1,1,0,0,12,1,1.1,1.1,0.0,1.2,17,71,2,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05
379,Marcos Leonardo,br BRA,AT,Santos,19,2003,31,30,2.589,28.8,13,2,15,9,4,4,3,0,12.4,9.2,2.3,11.5,41,51,147,0.45,0.07,0.52,0.31,0.38,0.43,0.08,0.51,0.32,0.40
380,Lian,br BRA,LT,Grêmio,17,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
381,Lima,br BRA,LT.AT,Fluminense,26,1996,35,26,2.532,28.1,6,2,8,6,0,0,8,0,3.0,3.0,1.5,4.5,78,121,146,0.21,0.07,0.28,0.21,0.28,0.11,0.05,0.16,0.11,0.16
382,Lucas Lima,br BRA,LT.AT,Santos,32,1990,35,28,2.206,24.5,1,5,6,1,0,0,6,1,1.7,1.7,5.3,7.0,65,176,84,0.04,0.20,0.24,0.04,0.24,0.07,0.21,0.29,0.07,0.29
383,Leonardo Linck,br BRA,G,Ath Paranaense,21,2001,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,Liziero,br BRA,LT,Coritiba,24,1998,10,8,586,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,2,36,6,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
385,Marcelo Lomba,br BRA,G,Palmeiras,36,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
386,José López,ar ARG,AT.LT,Palmeiras,22,2000,22,5,591,6.6,5,0,5,5,0,0,3,0,3.5,3.5,0.7,4.2,13,19,36,0.76,0.00,0.76,0.76,0.76,0.54,0.10,0.64,0.54,0.64
