Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,GlsP90,AssisP90,G+AP90,G-PBP90,G+A-PBP90,xGP90,xAGP90,xG+xAGP90,npxGP90,npxG+xAGP90
227,Fagner,br BRA,ZG,Corinthians,33,1989,30,22,2.095,23.3,0.00,0.04,0.04,0.00,0.00,0.00,0.43,0.00,0.01,0.01,0.10,0.09,1.93,5.92,3.56,000,004,004,000,004,001,010,011,001,011
228,Willian Farias,br BRA,LT,Coritiba,33,1989,16,11,959,10.7,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.09,0.02,0.02,0.00,0.00,0.56,3.83,0.19,000,000,000,000,000,002,000,003,002,003
229,Luiz Felipe,br BRA,ZG,Santos,29,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000
230,Marcos Felipe,br BRA,G,Bahia,26,1996,37,37,3.330,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
231,Matheus Felipe,br BRA,ZG,Ath Paranaense,24,1998,9,7,532,5.9,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.02,0.00,0.68,2.88,0.00,000,000,000,000,000,001,002,003,001,003
232,Danilo Fernandes,br BRA,G,Bahia,34,1988,1,1,37,0.4,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
233,Lucas Fernandes,br BRA,LT,Botafogo (RJ),25,1997,13,5,473,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.21,0.21,0.09,0.19,2.64,6.60,5.09,000,000,000,000,000,021,010,031,021,031
234,Matheus Fernandes,br BRA,LT,Red Bull Bragantino,24,1998,33,31,2.336,26.0,0.04,0.12,0.15,0.04,0.00,0.00,0.31,0.00,0.03,0.03,0.06,0.08,1.58,5.50,1.77,004,012,015,004,015,003,006,009,003,009
235,Nathan Fernandes,br BRA,"AT,LT",Grêmio,17,2005,11,2,378,4.2,0.24,0.24,0.48,0.24,0.00,0.00,0.24,0.00,0.24,0.24,0.05,0.24,3.57,2.38,9.52,024,024,048,024,048,023,004,027,023,027
236,Gatito Fernández,py PAR,G,Botafogo (RJ),34,1988,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
237,Leonardo Fernández,uy URU,"LT,AT",Fluminense,24,1998,18,8,658,7.3,0.14,0.00,0.14,0.14,0.00,0.14,0.27,0.00,0.21,0.10,0.14,0.14,3.42,6.16,9.45,014,000,014,014,014,020,014,035,010,024
238,Rodrigo Fernández,uy URU,LT,Santos,27,1996,30,24,2.014,22.4,0.04,0.00,0.04,0.04,0.00,0.00,0.54,0.04,0.04,0.04,0.00,0.04,0.80,3.30,0.36,004,000,004,004,004,004,001,005,004,005
239,Fernandinho,br BRA,LT,Ath Paranaense,37,1985,25,23,1.935,21.5,0.05,0.14,0.19,0.00,0.05,0.05,0.51,0.05,0.06,0.02,0.09,0.09,1.63,8.93,2.42,005,014,019,000,014,006,009,015,002,011
240,Fernando,br BRA,ZG,Ath Paranaense,23,1999,6,6,477,5.3,0.00,0.38,0.38,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.17,0.00,3.21,2.83,5.85,000,038,038,000,038,001,016,017,001,017
241,Nahuel Ferraresi,ve VEN,AT,São Paulo,24,1998,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000
242,Ferreira,br BRA,"AT,LT",Grêmio,25,1997,25,6,1.145,12.7,0.31,0.24,0.55,0.31,0.00,0.00,0.16,0.00,0.24,0.24,0.18,0.39,4.17,4.80,10.1,031,024,055,031,055,023,018,041,023,041
243,Sebastián Ferreira,py PAR,"AT,LT",Vasco da Gama,24,1998,13,3,440,4.9,0.00,0.20,0.20,0.00,0.00,0.00,0.41,0.00,0.35,0.35,0.06,0.41,0.61,2.65,4.08,000,020,020,000,020,035,006,040,035,040
244,Figueiredo,br BRA,"AT,LT",Vasco da Gama,21,2001,16,7,656,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.25,0.25,0.12,0.27,2.05,2.88,8.90,000,000,000,000,000,024,012,037,024,037
245,Tobias Figueiredo,pt POR,ZG,Fortaleza,28,1994,4,4,343,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.84,0.00,000,000,000,000,000,001,000,001,001,001
246,Matheus França,br BRA,"LT,AT",Flamengo,18,2004,9,5,369,4.1,0.24,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.32,0.32,0.12,0.24,3.90,2.68,10.5,024,000,024,024,024,032,013,045,032,045
247,Alan Franco,ec ECU,"LT,AT",Atlético Mineiro,24,1998,18,9,840,9.3,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.02,0.02,0.03,0.00,0.43,2.90,0.86,000,000,000,000,000,002,003,006,002,006
248,Alan Franco,ar ARG,ZG,São Paulo,26,1996,13,12,1.129,12.5,0.08,0.08,0.16,0.08,0.00,0.00,0.24,0.00,0.07,0.07,0.01,0.08,0.56,3.84,0.08,008,008,016,008,016,007,001,008,007,008
249,Fransérgio,br BRA,LT,Coritiba,32,1990,15,4,534,5.9,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.10,0.10,0.02,0.00,2.03,3.56,1.53,000,000,000,000,000,010,002,012,010,012
250,Marlon Freitas,br BRA,LT,Botafogo (RJ),27,1995,36,33,2.909,32.3,0.03,0.06,0.09,0.03,0.00,0.00,0.09,0.00,0.07,0.07,0.07,0.12,1.05,6.32,0.65,003,006,009,003,009,006,007,013,006,013
251,Bruno Fuchs,br BRA,ZG,Atlético Mineiro,23,1999,15,13,1.088,12.1,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.02,0.00,0.41,2.81,0.00,000,000,000,000,000,000,002,002,000,002
252,Julio Furch,ar ARG,"AT,LT",Santos,33,1989,22,5,608,6.8,0.44,0.00,0.44,0.44,0.00,0.00,0.29,0.00,0.41,0.41,0.09,0.44,0.74,2.21,7.21,044,000,044,044,044,042,009,050,042,050
253,Gabriel,br BRA,ZG,Bahia,21,2001,13,10,977,10.9,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.03,0.03,0.02,0.00,0.83,2.94,0.09,000,000,000,000,000,003,002,005,003,005
254,Gabriel,br BRA,LT,Internacional,30,1992,15,9,765,8.5,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.04,0.00,0.82,4.35,0.35,000,000,000,000,000,000,004,004,000,004
255,Gabriel,br BRA,G,Coritiba,30,1992,31,31,2.765,30.7,0.00,0.03,0.03,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,000,003,003,000,003,000,001,001,000,001
256,Gabriel,br BRA,LT,Botafogo (RJ),29,1993,16,10,866,9.6,0.00,0.10,0.10,0.00,0.00,0.00,0.21,0.00,0.07,0.07,0.16,0.21,1.15,5.83,3.02,000,010,010,000,010,007,015,022,007,022
257,Eduardo Gabriel,br BRA,ZG,Santos,26,1996,3,3,269,3.0,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.33,0.13,0.13,0.00,0.00,0.33,2.00,0.33,033,000,033,033,033,013,000,013,013,013
258,Thalisson Gabriel,br BRA,ZG,Coritiba,21,2002,11,11,945,10.5,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.01,0.00,0.38,2.19,0.10,000,000,000,000,000,002,001,003,002,003
259,Zé Gabriel,br BRA,LT,Vasco da Gama,24,1999,27,24,1.938,21.5,0.05,0.00,0.05,0.05,0.00,0.00,0.23,0.00,0.02,0.02,0.01,0.00,1.12,4.14,0.56,005,000,005,005,005,002,001,003,002,003
260,Ighor Gabryel,br BRA,AT,América (MG),20,2003,2,0,26,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,000,000,000,000,000,000,000,000,000,000
261,Matías Galarza,py PAR,LT,Vasco da Gama,20,2002,10,4,401,4.5,0.22,0.00,0.22,0.22,0.00,0.00,0.22,0.00,0.13,0.13,0.02,0.00,0.89,2.22,4.22,022,000,022,022,022,014,001,016,014,016
262,Thiago Galhardo,br BRA,"AT,LT",Fortaleza,33,1989,33,20,1.876,20.8,0.24,0.19,0.43,0.14,0.10,0.10,0.29,0.00,0.35,0.27,0.13,0.38,1.25,3.37,4.38,024,019,043,014,034,035,013,048,027,040
263,JP Galvão,br BRA,ZG,Botafogo (RJ),21,2001,4,2,201,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,2.73,4.55,000,000,000,000,000,000,000,000,000,000
264,Ganso,br BRA,LT,Fluminense,33,1989,27,20,1.734,19.3,0.16,0.36,0.52,0.16,0.00,0.00,0.26,0.00,0.12,0.12,0.18,0.26,0.88,7.41,3.89,016,036,052,016,052,012,018,030,012,030
265,Maurício Garcez,br BRA,"LT,AT",Coritiba,25,1997,14,4,596,6.6,0.15,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.18,0.18,0.05,0.15,1.67,1.67,5.15,015,000,015,015,015,019,005,024,019,024
266,García,br BRA,ZG,Palmeiras,21,2002,5,3,293,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.30,0.00,0.00,0.03,0.00,1.52,2.12,3.33,000,000,000,000,000,001,003,004,001,004
267,Bryan García,ec ECU,LT,Ath Paranaense,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000
268,Luan Garcia,br BRA,ZG,Palmeiras,29,1993,23,21,1.819,20.2,0.05,0.05,0.10,0.05,0.00,0.00,0.25,0.00,0.09,0.09,0.03,0.10,0.59,3.96,0.00,005,005,010,005,010,010,003,012,010,012
269,Rafael Gava,br BRA,LT,Cuiabá,29,1993,1,0,18,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,5.00,0.00,0.00,000,000,000,000,000,000,036,036,000,036
270,Pedro Geromel,br BRA,ZG,Grêmio,37,1985,7,6,468,5.2,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.77,000,000,000,000,000,001,000,001,001,001
271,Gerson,br BRA,LT,Flamengo,25,1997,32,31,2.687,29.9,0.17,0.27,0.43,0.17,0.00,0.00,0.13,0.03,0.10,0.10,0.18,0.27,2.74,5.95,6.62,017,027,044,017,044,010,018,028,010,028
272,Gil,br BRA,ZG,Corinthians,35,1987,32,32,2.880,32.0,0.06,0.06,0.13,0.06,0.00,0.00,0.31,0.00,0.07,0.07,0.04,0.09,0.13,1.38,0.16,006,006,012,006,012,007,004,011,007,011
273,Gilberto,br BRA,AT,Cruzeiro,33,1989,20,14,1.093,12.1,0.25,0.08,0.33,0.25,0.00,0.00,0.33,0.00,0.31,0.31,0.07,0.33,0.83,0.99,4.55,025,008,033,025,033,030,007,038,030,038
274,Gilberto,br BRA,ZG,Bahia,29,1993,21,21,1.852,20.6,0.05,0.10,0.15,0.05,0.00,0.00,0.19,0.00,0.03,0.03,0.06,0.10,2.72,5.83,4.37,005,010,015,005,015,003,006,010,003,010
275,Giovane,br BRA,AT,Corinthians,19,2003,5,1,133,1.5,0.67,0.00,0.67,0.67,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.67,0.67,4.67,068,000,068,068,068,058,000,058,058,058
276,Giovani,br BRA,AT,Palmeiras,19,2004,2,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,30.0,10.0,25.0,000,000,000,000,000,048,000,048,048,048
277,Giovanni,br BRA,"LT,ZG",Fluminense,21,2002,5,1,96,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.09,0.09,0.27,0.00,2.73,1.82,6.36,000,000,000,000,000,009,033,041,009,041
278,Bruno Gomes,br BRA,LT,Coritiba,21,2001,29,26,2.194,24.4,0.12,0.04,0.16,0.12,0.00,0.00,0.16,0.04,0.09,0.09,0.09,0.16,2.17,4.71,2.50,012,004,016,012,016,009,009,018,009,018
279,Igor Gomes,br BRA,"LT,AT",Atlético Mineiro,23,1999,29,17,1.374,15.3,0.13,0.13,0.26,0.13,0.00,0.00,0.07,0.00,0.12,0.12,0.21,0.33,2.09,4.38,5.42,013,013,026,013,026,012,021,033,012,033
280,Igor Gomes,br BRA,ZG,Internacional,21,2001,24,14,1.465,16.3,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.04,0.04,0.02,0.06,2.15,3.25,2.39,000,000,000,000,000,004,002,006,004,006
281,Marlon Gomes,br BRA,LT,Vasco da Gama,19,2003,23,14,1.144,12.7,0.00,0.08,0.08,0.00,0.00,0.00,0.31,0.00,0,0,0,0,0,0,0,000,008,008,000,008,0,0,0,0,0
282,William Gomes,br BRA,AT,São Paulo,16,2006,3,0,76,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.13,0.00,3.75,2.50,8.75,000,000,000,000,000,009,006,015,009,015
283,Gustavo Gómez,py PAR,ZG,Palmeiras,29,1993,32,32,2.760,30.7,0.07,0.10,0.16,0.07,0.00,0.00,0.33,0.07,0.07,0.07,0.09,0.13,0.42,2.80,0.62,007,010,016,007,016,007,009,016,007,016
284,Sebastián Gómez,co COL,LT,Coritiba,26,1996,20,18,1.427,15.9,0.13,0.06,0.19,0.13,0.00,0.00,0.19,0.00,0.05,0.05,0.03,0.06,1.07,2.64,2.08,013,006,019,013,019,005,003,009,005,009
285,Aloísio dos Santos Gonçalves,cn CHN,"AT,LT",América (MG),34,1988,12,10,717,8.0,0.38,0.13,0.50,0.13,0.25,0.25,0.38,0.00,0.51,0.34,0.09,0.38,0.75,1.13,6.13,038,013,050,013,025,052,009,061,034,043
286,Diego Gonçalves,br BRA,"AT,LT",Goiás,28,1994,10,4,356,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.13,0.13,0.10,0.00,1.50,2.75,6.50,000,000,000,000,000,012,011,023,012,023
287,Mateus Gonçalves Martins,br BRA,"LT,AT",América (MG),28,1994,3,0,65,0.7,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,8.57,0.00,15.7,000,000,000,000,000,000,000,000,000,000
288,Matheus Gonçalves,br BRA,"AT,LT",Flamengo,17,2005,2,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,5.00,15.0,20.0,000,000,000,000,000,029,036,065,029,065
289,Matheus Gonçalves,br BRA,"AT,LT",Red Bull Bragantino,17,2005,12,4,462,5.1,0.00,0.20,0.20,0.00,0.00,0.00,0.59,0.00,0.18,0.18,0.18,0.20,6.47,4.31,7.06,000,019,019,000,019,018,017,036,018,036
290,Yony González,co COL,"AT,LT",Fluminense,28,1994,18,6,575,6.4,0.16,0.16,0.31,0.16,0.00,0.00,0.16,0.00,0.33,0.33,0.11,0.31,0.47,0.63,7.34,016,016,031,016,031,032,011,043,032,043
291,Roger Guedes,br BRA,"AT,LT",Corinthians,26,1996,15,15,1.349,15.0,0.47,0.07,0.53,0.33,0.13,0.13,0.20,0.00,0.44,0.34,0.05,0.33,2.53,3.33,6.67,047,007,053,033,040,044,005,049,034,039
292,Guga,br BRA,ZG,Fluminense,24,1998,22,16,1.508,16.8,0.06,0.18,0.24,0.06,0.00,0.00,0.24,0.00,0.05,0.05,0.13,0.12,1.85,4.35,5.54,006,018,024,006,024,005,013,017,005,017
293,Guilherme,br BRA,LT,Goiás,31,1991,30,25,1.851,20.6,0.29,0.29,0.58,0.10,0.19,0.19,0.34,0.05,0.27,0.12,0.16,0.24,1.02,5.00,4.22,029,029,058,010,039,027,015,042,012,027
294,Guilherme,br BRA,"AT,LT",Fortaleza,27,1995,30,16,1.414,15.7,0.19,0.19,0.38,0.19,0.00,0.00,0.19,0.00,0.28,0.28,0.18,0.45,3.82,1.85,6.62,019,019,038,019,038,028,018,046,028,046
295,Guilherme,br BRA,"ZG,LT",Red Bull Bragantino,20,2002,9,1,263,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,1.38,3.79,3.10,000,000,000,000,000,002,002,004,002,004
296,Luis Guilherme,br BRA,"AT,LT",Palmeiras,16,2006,19,4,576,6.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.19,0.16,5.47,4.38,8.44,000,000,000,000,000,012,019,031,012,031
297,Gustavinho,br BRA,"AT,LT",Grêmio,21,2001,2,0,33,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.25,0.00,0.00,5.00,5.00,000,000,000,000,000,106,027,133,106,133
298,Gustavinho,br BRA,"LT,AT",Red Bull Bragantino,18,2004,19,4,666,7.4,0.14,0.00,0.14,0.14,0.00,0.00,0.27,0.00,0.08,0.08,0.05,0.00,2.03,5.00,3.51,014,000,014,014,014,008,005,013,008,013
299,Raphael Guzzo,pt POR,LT,Goiás,28,1995,14,5,577,6.4,0.16,0.00,0.16,0.16,0.00,0.00,0.63,0.16,0.16,0.16,0.09,0.16,2.03,7.34,2.34,016,000,016,016,016,016,009,025,016,025
300,Lucas Halter,br BRA,ZG,Goiás,22,2000,30,30,2.582,28.7,0.10,0.00,0.10,0.10,0.00,0.00,0.28,0.07,0.03,0.03,0.01,0.03,0.70,3.73,0.03,010,000,010,010,010,003,001,004,003,004
301,Hayner,br BRA,"ZG,LT",Coritiba,27,1995,8,3,304,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.09,0.00,4.12,4.12,4.41,000,000,000,000,000,000,009,009,000,009
302,Thiago Heleno,br BRA,ZG,Ath Paranaense,34,1988,32,31,2.779,30.9,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.03,0.03,0.01,0.03,0.06,2.82,0.06,000,000,000,000,000,003,001,004,003,004
303,Helinho,br BRA,AT,Red Bull Bragantino,22,2000,24,20,1.384,15.4,0.19,0.13,0.32,0.19,0.00,0.00,0.52,0.00,0.21,0.21,0.25,0.45,3.51,4.74,10.9,020,013,033,020,033,021,025,046,021,046
304,Henrique,br BRA,ZG,Coritiba,36,1986,24,23,2.024,22.5,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.02,0.02,0.00,0.00,0.13,1.38,0.00,000,000,000,000,000,002,000,002,002,002
305,Bruno Henrique,br BRA,"AT,LT",Flamengo,32,1990,29,14,1.543,17.1,0.12,0.06,0.18,0.12,0.00,0.00,0.41,0.06,0.22,0.22,0.11,0.29,3.74,2.28,11.6,012,006,017,012,017,022,011,033,022,033
306,Bruno Henrique,br BRA,LT,Internacional,33,1989,20,10,1.050,11.7,0.17,0.00,0.17,0.17,0.00,0.00,0.26,0.00,0.10,0.10,0.15,0.26,1.54,6.67,2.39,017,000,017,017,017,010,016,026,010,026
307,Dalbert Henrique,br BRA,ZG,Internacional,29,1993,9,7,497,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.91,3.82,3.82,000,000,000,000,000,001,004,004,001,004
308,Fernando Henrique,br BRA,LT,Cruzeiro,21,2001,7,0,131,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.67,0.00,0.67,0.00,2.67,2.67,000,000,000,000,000,066,000,066,066,066
309,Luis Henrique,br BRA,"AT,LT",Botafogo (RJ),21,2001,34,13,1.381,15.3,0.26,0.13,0.39,0.26,0.00,0.00,0.00,0.00,0.22,0.22,0.10,0.26,3.86,4.12,9.54,026,013,039,026,039,022,010,032,022,032
310,Mateus Henrique,br BRA,ZG,América (MG),20,2002,12,7,536,6.0,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.17,0.03,0.03,0.10,0.00,1.17,3.00,3.83,000,017,017,000,017,003,009,013,003,013
311,Paulo Henrique,br BRA,ZG,Vasco da Gama,26,1996,14,10,852,9.5,0.11,0.11,0.21,0.11,0.00,0.00,0.32,0.00,0.03,0.03,0.09,0.11,2.32,3.16,4.11,011,011,021,011,021,003,010,013,003,013
312,Pedro Henrique,br BRA,ZG,Ath Paranaense,27,1995,11,10,855,9.5,0.11,0.00,0.11,0.11,0.00,0.00,0.32,0.00,0.06,0.06,0.01,0.00,0.84,3.68,0.21,011,000,011,011,011,006,001,007,006,007
313,Pedro Henrique,br BRA,"AT,LT",Internacional,32,1990,26,14,1.271,14.1,0.21,0.14,0.35,0.14,0.07,0.07,0.28,0.00,0.31,0.26,0.07,0.28,3.05,1.70,8.65,021,014,035,014,028,031,007,039,026,033
314,Breno Herculano,br BRA,"AT,LT",Goiás,23,1999,3,0,79,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.00,0.00,1.11,5.56,000,000,000,000,000,028,002,030,028,030
315,Hércules,br BRA,LT,Fortaleza,22,2000,13,9,771,8.6,0.12,0.00,0.12,0.12,0.00,0.00,0.12,0.00,0.14,0.14,0.01,0.12,1.40,3.72,1.63,012,000,012,012,012,014,001,015,014,015
316,Diego Hernández,uy URU,AT,Botafogo (RJ),22,2000,2,0,41,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.40,0.40,0.00,0.00,2.00,2.00,6.00,000,000,000,000,000,045,000,045,045,045
317,Nicolás Hernández,co COL,ZG,Internacional,25,1998,23,12,1.295,14.4,0.00,0.14,0.14,0.00,0.00,0.00,0.42,0.00,0.01,0.01,0.07,0.07,1.81,4.51,0.14,000,014,014,000,014,001,007,008,001,008
318,Lucca Holanda,br BRA,AT,Internacional,19,2003,19,4,550,6.1,0.00,0.16,0.16,0.00,0.00,0.00,0.33,0.16,0.10,0.10,0.02,0.00,1.64,0.49,8.03,000,016,016,000,016,009,002,011,009,011
319,Hugo,br BRA,ZG,Goiás,25,1997,19,16,1.418,15.8,0.06,0.06,0.13,0.06,0.00,0.00,0.13,0.00,0.03,0.03,0.11,0.13,1.39,3.86,4.30,006,006,013,006,013,002,011,013,002,013
320,Hugo,br BRA,ZG,Botafogo (RJ),21,2001,22,13,1.395,15.5,0.00,0.13,0.13,0.00,0.00,0.00,0.19,0.00,0.01,0.01,0.10,0.06,2.32,4.45,4.84,000,013,013,000,013,001,010,012,001,012
321,Victor Hugo,br BRA,"LT,AT",Flamengo,18,2004,30,12,1.274,14.2,0.07,0.14,0.21,0.07,0.00,0.00,0.14,0.00,0.08,0.08,0.12,0.14,2.18,5.49,3.87,007,014,021,007,021,008,012,020,008,020
322,Vitor Hugo,br BRA,ZG,Bahia,31,1991,27,27,2.129,23.7,0.04,0.00,0.04,0.04,0.00,0.00,0.21,0.00,0.03,0.03,0.02,0.04,0.93,3.59,0.13,004,000,004,004,004,003,002,005,003,005
323,Hulk,br BRA,AT,Atlético Mineiro,36,1986,34,33,2.942,32.7,0.46,0.34,0.80,0.31,0.15,0.15,0.28,0.03,0.36,0.26,0.21,0.46,2.66,3.33,6.24,046,034,080,031,064,037,021,058,026,047
324,José Hurtado,ec ECU,ZG,Red Bull Bragantino,21,2001,25,17,1.618,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.02,0.02,0.06,0.06,3.17,4.78,4.39,000,000,000,000,000,001,006,008,001,008
325,Hyoran,br BRA,"LT,AT",Atlético Mineiro,29,1993,12,12,691,7.7,0.26,0.00,0.26,0.26,0.00,0.00,0.52,0.00,0.27,0.27,0.40,0.65,2.08,4.55,3.90,026,000,026,026,026,028,040,068,028,068
326,Igor,br BRA,LT,Flamengo,19,2003,4,0,78,0.9,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.33,0.33,0.00,0.00,2.22,6.67,3.33,000,000,000,000,000,029,000,029,029,029
327,André Inácio,br BRA,AT,Flamengo,20,2002,2,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,000,000,000,000,000,000,000,000,000,000
328,Gabriel Inocêncio,br BRA,ZG,Santos,28,1994,22,12,1.276,14.2,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.04,0.04,0.02,0.00,1.69,3.59,3.24,000,000,000,000,000,003,002,006,003,006
329,Isaac,br BRA,AT,Atlético Mineiro,18,2004,1,0,19,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,000,000,000,000,000,000,053,053,000,053
330,Isaac,br BRA,"LT,ZG",Fluminense,18,2004,7,0,131,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.13,0.00,4.00,0.67,16.0,000,000,000,000,000,018,016,034,018,034
331,Juan Iturbe,py PAR,"AT,LT",Grêmio,29,1993,5,1,68,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,11.3,000,000,000,000,000,000,000,000,000,000
332,Zé Ivaldo,br BRA,ZG,Ath Paranaense,25,1997,14,10,1.016,11.3,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.09,0.01,0.01,0.01,0.00,0.80,2.39,0.18,000,000,000,000,000,001,001,002,001,002
333,Ivonei,br BRA,LT,Santos,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,1,000,000,000,000,000,000,000,000,000,000
334,Vítor Jacaré,br BRA,"ZG,LT",Bahia,23,1999,18,7,855,9.5,0.11,0.00,0.11,0.11,0.00,0.00,0.42,0.00,0.12,0.12,0.16,0.21,2.95,4.00,7.05,011,000,011,011,011,012,017,029,012,029
335,Jadsom,br BRA,LT,Red Bull Bragantino,21,2001,31,22,1.896,21.1,0.05,0.00,0.05,0.05,0.00,0.00,0.38,0.00,0.06,0.06,0.05,0.09,0.76,6.45,2.42,005,000,005,005,005,006,005,011,006,011
336,Jair,br BRA,LT,Vasco da Gama,28,1994,29,16,1.589,17.7,0.17,0.00,0.17,0.06,0.11,0.11,0.34,0.06,0.12,0.03,0.06,0.06,1.81,8.08,1.81,017,000,017,006,006,012,006,018,004,010
337,Jamerson,br BRA,"ZG,AT",Coritiba,24,1998,29,22,1.893,21.0,0.00,0.05,0.05,0.00,0.00,0.00,0.19,0.05,0.02,0.02,0.08,0.10,2.57,3.33,3.71,000,005,005,000,005,002,008,010,002,010
338,Janderson,br BRA,"AT,LT",Botafogo (RJ),23,1999,18,2,414,4.6,0.22,0.22,0.43,0.22,0.00,0.00,0.43,0.00,0.37,0.37,0.20,0.43,3.48,1.52,6.74,022,022,043,022,043,036,020,056,036,056
339,Jandrei,br BRA,G,São Paulo,29,1993,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,000,000,000,000,000,000,001,001,000,001
